id,audio_file,speaker,region,dialect,language,duration_seconds,transcript,text
audio_01320,audio_01320.wav,Ibrahim,North America,Indian English,English,134.22,The ceremonial procession began at dawn and crossed the central square.,The ceremonial procession began at dawn and crossed the central square.
audio_01321,audio_01321.wav,Mateo,Eastern Europe,French-accented English,English,77.07,The town was founded near a river and grew through trade and migration.,The town was founded near a river and grew through trade and migration.
audio_01322,audio_01322.wav,Leo,North America,British English,English,29.24,"During the festival, elders shared memories of the old market and its changes.","During the festival, elders shared memories of the old market and its changes."
audio_01323,audio_01323.wav,Victor,Middle East,Spanish-accented English,English,39.1,"In the archive, every voice helps reconstruct the meaning of a shared history.","In the archive, every voice helps reconstruct the meaning of a shared history."
audio_01324,audio_01324.wav,Leo,East Africa,French-accented English,English,107.95,The ceremonial procession began at dawn and crossed the central square.,The ceremonial procession began at dawn and crossed the central square.
audio_01325,audio_01325.wav,Mira,Western Europe,Spanish-accented English,English,41.27,"This speech describes the impact of migration, technology, and local culture.","This speech describes the impact of migration, technology, and local culture."
audio_01326,audio_01326.wav,Mira,Central Asia,Indian English,English,38.87,The speaker recalls how the city expanded after the railway was completed.,The speaker recalls how the city expanded after the railway was completed.
audio_01327,audio_01327.wav,Mira,South East Asia,French-accented English,English,86.59,This interview records a family account of a landmark event in the region.,This interview records a family account of a landmark event in the region.
audio_01328,audio_01328.wav,Victor,East Africa,Canadian English,English,64.07,"During the festival, elders shared memories of the old market and its changes.","During the festival, elders shared memories of the old market and its changes."
audio_01329,audio_01329.wav,Zara,Western Europe,Indian English,English,99.7,The ceremonial procession began at dawn and crossed the central square.,The ceremonial procession began at dawn and crossed the central square.
audio_01330,audio_01330.wav,Emil,Middle East,Indian English,English,25.79,Welcome to the museum archive. This recording documents a historical narrative.,Welcome to the museum archive. This recording documents a historical narrative.
audio_01331,audio_01331.wav,Lina,East Africa,Standard English,English,40.3,The town was founded near a river and grew through trade and migration.,The town was founded near a river and grew through trade and migration.
audio_01332,audio_01332.wav,Amina,South Asia,Spanish-accented English,English,37.34,The ceremonial procession began at dawn and crossed the central square.,The ceremonial procession began at dawn and crossed the central square.
audio_01333,audio_01333.wav,Priya,East Africa,Arabic-accented English,English,45.61,"This speech describes the impact of migration, technology, and local culture.","This speech describes the impact of migration, technology, and local culture."
audio_01334,audio_01334.wav,Leo,Latin America,French-accented English,English,84.99,The town was founded near a river and grew through trade and migration.,The town was founded near a river and grew through trade and migration.
audio_01335,audio_01335.wav,Aisha,East Africa,Standard English,English,50.42,"In the archive, every voice helps reconstruct the meaning of a shared history.","In the archive, every voice helps reconstruct the meaning of a shared history."
audio_01336,audio_01336.wav,Hassan,South Asia,Australian English,English,95.79,"This speech describes the impact of migration, technology, and local culture.","This speech describes the impact of migration, technology, and local culture."
audio_01337,audio_01337.wav,Mira,South East Asia,Standard English,English,49.44,"In the archive, every voice helps reconstruct the meaning of a shared history.","In the archive, every voice helps reconstruct the meaning of a shared history."
audio_01338,audio_01338.wav,Victor,Oceania,British English,English,78.22,The ceremonial procession began at dawn and crossed the central square.,The ceremonial procession began at dawn and crossed the central square.
audio_01339,audio_01339.wav,Leo,South Asia,Standard English,English,99.15,Welcome to the museum archive. This recording documents a historical narrative.,Welcome to the museum archive. This recording documents a historical narrative.
audio_01340,audio_01340.wav,Nora,Latin America,African English,English,93.69,The ceremonial procession began at dawn and crossed the central square.,The ceremonial procession began at dawn and crossed the central square.
audio_01341,audio_01341.wav,Mira,South East Asia,Indian English,English,70.83,"During the festival, elders shared memories of the old market and its changes.","During the festival, elders shared memories of the old market and its changes."
audio_01342,audio_01342.wav,Ibrahim,Eastern Europe,African English,English,127.31,The ceremonial procession began at dawn and crossed the central square.,The ceremonial procession began at dawn and crossed the central square.
audio_01343,audio_01343.wav,Nora,Central Asia,Standard English,English,59.33,This interview records a family account of a landmark event in the region.,This interview records a family account of a landmark event in the region.
audio_01344,audio_01344.wav,Sofia,Eastern Europe,Standard English,English,8.94,"In the archive, every voice helps reconstruct the meaning of a shared history.","In the archive, every voice helps reconstruct the meaning of a shared history."
audio_01345,audio_01345.wav,Aisha,Middle East,Standard English,English,56.37,The ceremonial procession began at dawn and crossed the central square.,The ceremonial procession began at dawn and crossed the central square.
audio_01346,audio_01346.wav,Amina,Middle East,Australian English,English,87.42,"During the festival, elders shared memories of the old market and its changes.","During the festival, elders shared memories of the old market and its changes."
audio_01347,audio_01347.wav,Priya,Latin America,Indian English,English,19.23,"This speech describes the impact of migration, technology, and local culture.","This speech describes the impact of migration, technology, and local culture."
audio_01348,audio_01348.wav,Emil,North America,French-accented English,English,100.58,"This speech describes the impact of migration, technology, and local culture.","This speech describes the impact of migration, technology, and local culture."
audio_01349,audio_01349.wav,Mira,Eastern Europe,Canadian English,English,93.94,Welcome to the museum archive. This recording documents a historical narrative.,Welcome to the museum archive. This recording documents a historical narrative.
audio_01350,audio_01350.wav,Emil,South East Asia,French-accented English,English,72.55,The speaker recalls how the city expanded after the railway was completed.,The speaker recalls how the city expanded after the railway was completed.
audio_01351,audio_01351.wav,Nora,Eastern Europe,Spanish-accented English,English,55.46,"During the festival, elders shared memories of the old market and its changes.","During the festival, elders shared memories of the old market and its changes."
audio_01352,audio_01352.wav,Zara,North America,Spanish-accented English,English,10.24,"During the festival, elders shared memories of the old market and its changes.","During the festival, elders shared memories of the old market and its changes."
audio_01353,audio_01353.wav,Amina,Western Europe,Spanish-accented English,English,110.31,The ceremonial procession began at dawn and crossed the central square.,The ceremonial procession began at dawn and crossed the central square.
audio_01354,audio_01354.wav,Lina,Middle East,Spanish-accented English,English,128.15,"This speech describes the impact of migration, technology, and local culture.","This speech describes the impact of migration, technology, and local culture."
audio_01355,audio_01355.wav,Mateo,South Asia,Canadian English,English,42.31,"In the archive, every voice helps reconstruct the meaning of a shared history.","In the archive, every voice helps reconstruct the meaning of a shared history."
audio_01356,audio_01356.wav,Victor,Eastern Europe,African English,English,74.62,The town was founded near a river and grew through trade and migration.,The town was founded near a river and grew through trade and migration.
audio_01357,audio_01357.wav,Leo,Oceania,French-accented English,English,115.03,"This speech describes the impact of migration, technology, and local culture.","This speech describes the impact of migration, technology, and local culture."
audio_01358,audio_01358.wav,Victor,South Asia,Canadian English,English,12.85,This interview records a family account of a landmark event in the region.,This interview records a family account of a landmark event in the region.
audio_01359,audio_01359.wav,Mateo,Oceania,Australian English,English,10.3,The speaker recalls how the city expanded after the railway was completed.,The speaker recalls how the city expanded after the railway was completed.
audio_01360,audio_01360.wav,Sofia,Oceania,African English,English,112.68,"During the festival, elders shared memories of the old market and its changes.","During the festival, elders shared memories of the old market and its changes."
audio_01361,audio_01361.wav,Priya,South East Asia,Canadian English,English,24.64,The ceremonial procession began at dawn and crossed the central square.,The ceremonial procession began at dawn and crossed the central square.
audio_01362,audio_01362.wav,Mateo,Western Europe,Canadian English,English,21.33,This interview records a family account of a landmark event in the region.,This interview records a family account of a landmark event in the region.
audio_01363,audio_01363.wav,Daniel,East Africa,Arabic-accented English,English,92.06,The town was founded near a river and grew through trade and migration.,The town was founded near a river and grew through trade and migration.
audio_01364,audio_01364.wav,Zara,South Asia,Australian English,English,79.64,"This speech describes the impact of migration, technology, and local culture.","This speech describes the impact of migration, technology, and local culture."
audio_01365,audio_01365.wav,Hassan,Western Europe,Canadian English,English,9.02,Welcome to the museum archive. This recording documents a historical narrative.,Welcome to the museum archive. This recording documents a historical narrative.
audio_01366,audio_01366.wav,Daniel,East Africa,French-accented English,English,102.28,This interview records a family account of a landmark event in the region.,This interview records a family account of a landmark event in the region.
audio_01367,audio_01367.wav,Zara,East Africa,Indian English,English,111.8,The ceremonial procession began at dawn and crossed the central square.,The ceremonial procession began at dawn and crossed the central square.
audio_01368,audio_01368.wav,Aisha,Latin America,French-accented English,English,30.34,"This speech describes the impact of migration, technology, and local culture.","This speech describes the impact of migration, technology, and local culture."
audio_01369,audio_01369.wav,Zara,East Africa,Australian English,English,98.96,This interview records a family account of a landmark event in the region.,This interview records a family account of a landmark event in the region.
audio_01370,audio_01370.wav,Mateo,Central Asia,French-accented English,English,115.68,The town was founded near a river and grew through trade and migration.,The town was founded near a river and grew through trade and migration.
audio_01371,audio_01371.wav,Priya,Central Asia,Arabic-accented English,English,123.49,"During the festival, elders shared memories of the old market and its changes.","During the festival, elders shared memories of the old market and its changes."
audio_01372,audio_01372.wav,Mira,Western Europe,French-accented English,English,15.81,"In the archive, every voice helps reconstruct the meaning of a shared history.","In the archive, every voice helps reconstruct the meaning of a shared history."
audio_01373,audio_01373.wav,Lina,Central Asia,Canadian English,English,57.57,The town was founded near a river and grew through trade and migration.,The town was founded near a river and grew through trade and migration.
audio_01374,audio_01374.wav,Amina,South East Asia,British English,English,96.79,The ceremonial procession began at dawn and crossed the central square.,The ceremonial procession began at dawn and crossed the central square.
audio_01375,audio_01375.wav,Sofia,Oceania,Australian English,English,47.2,This interview records a family account of a landmark event in the region.,This interview records a family account of a landmark event in the region.
audio_01376,audio_01376.wav,Mateo,Oceania,Arabic-accented English,English,58.01,"This speech describes the impact of migration, technology, and local culture.","This speech describes the impact of migration, technology, and local culture."
audio_01377,audio_01377.wav,Priya,Middle East,Arabic-accented English,English,95.37,This interview records a family account of a landmark event in the region.,This interview records a family account of a landmark event in the region.
audio_01378,audio_01378.wav,Victor,Latin America,Spanish-accented English,English,120.27,The ceremonial procession began at dawn and crossed the central square.,The ceremonial procession began at dawn and crossed the central square.
audio_01379,audio_01379.wav,Aisha,Western Europe,Standard English,English,28.0,"In the archive, every voice helps reconstruct the meaning of a shared history.","In the archive, every voice helps reconstruct the meaning of a shared history."
audio_01380,audio_01380.wav,Nora,South Asia,Standard English,English,81.1,Welcome to the museum archive. This recording documents a historical narrative.,Welcome to the museum archive. This recording documents a historical narrative.
audio_01381,audio_01381.wav,Mira,South East Asia,British English,English,59.2,This interview records a family account of a landmark event in the region.,This interview records a family account of a landmark event in the region.
audio_01382,audio_01382.wav,Amina,South Asia,Spanish-accented English,English,53.58,The speaker recalls how the city expanded after the railway was completed.,The speaker recalls how the city expanded after the railway was completed.
audio_01383,audio_01383.wav,Hassan,Eastern Europe,Arabic-accented English,English,128.81,This interview records a family account of a landmark event in the region.,This interview records a family account of a landmark event in the region.
audio_01384,audio_01384.wav,Hassan,Eastern Europe,Arabic-accented English,English,49.29,This interview records a family account of a landmark event in the region.,This interview records a family account of a landmark event in the region.
audio_01385,audio_01385.wav,Priya,Middle East,French-accented English,English,21.13,The speaker recalls how the city expanded after the railway was completed.,The speaker recalls how the city expanded after the railway was completed.
audio_01386,audio_01386.wav,Mira,Latin America,French-accented English,English,43.24,This interview records a family account of a landmark event in the region.,This interview records a family account of a landmark event in the region.
audio_01387,audio_01387.wav,Amina,North America,Spanish-accented English,English,51.2,"In the archive, every voice helps reconstruct the meaning of a shared history.","In the archive, every voice helps reconstruct the meaning of a shared history."
audio_01388,audio_01388.wav,Priya,South East Asia,Arabic-accented English,English,45.33,"During the festival, elders shared memories of the old market and its changes.","During the festival, elders shared memories of the old market and its changes."
audio_01389,audio_01389.wav,Amina,Middle East,British English,English,56.9,This interview records a family account of a landmark event in the region.,This interview records a family account of a landmark event in the region.
audio_01390,audio_01390.wav,Sofia,Middle East,British English,English,30.65,"During the festival, elders shared memories of the old market and its changes.","During the festival, elders shared memories of the old market and its changes."
audio_01391,audio_01391.wav,Sofia,Latin America,Canadian English,English,105.88,The town was founded near a river and grew through trade and migration.,The town was founded near a river and grew through trade and migration.
audio_01392,audio_01392.wav,Victor,Oceania,French-accented English,English,9.12,"This speech describes the impact of migration, technology, and local culture.","This speech describes the impact of migration, technology, and local culture."
audio_01393,audio_01393.wav,Priya,Western Europe,African English,English,123.89,This interview records a family account of a landmark event in the region.,This interview records a family account of a landmark event in the region.
audio_01394,audio_01394.wav,Nora,North America,Arabic-accented English,English,114.32,The ceremonial procession began at dawn and crossed the central square.,The ceremonial procession began at dawn and crossed the central square.
audio_01395,audio_01395.wav,Emil,Eastern Europe,Standard English,English,65.76,The town was founded near a river and grew through trade and migration.,The town was founded near a river and grew through trade and migration.
audio_01396,audio_01396.wav,Leo,South East Asia,African English,English,120.06,Welcome to the museum archive. This recording documents a historical narrative.,Welcome to the museum archive. This recording documents a historical narrative.
audio_01397,audio_01397.wav,Sofia,Latin America,Indian English,English,73.36,The ceremonial procession began at dawn and crossed the central square.,The ceremonial procession began at dawn and crossed the central square.
audio_01398,audio_01398.wav,Nora,North America,Indian English,English,109.36,Welcome to the museum archive. This recording documents a historical narrative.,Welcome to the museum archive. This recording documents a historical narrative.
audio_01399,audio_01399.wav,Hassan,North America,Arabic-accented English,English,12.35,The ceremonial procession began at dawn and crossed the central square.,The ceremonial procession began at dawn and crossed the central square.
audio_01400,audio_01400.wav,Victor,Latin America,British English,English,42.54,The ceremonial procession began at dawn and crossed the central square.,The ceremonial procession began at dawn and crossed the central square.
audio_01401,audio_01401.wav,Victor,North America,Spanish-accented English,English,112.69,The town was founded near a river and grew through trade and migration.,The town was founded near a river and grew through trade and migration.
audio_01402,audio_01402.wav,Ibrahim,Oceania,French-accented English,English,25.57,"In the archive, every voice helps reconstruct the meaning of a shared history.","In the archive, every voice helps reconstruct the meaning of a shared history."
audio_01403,audio_01403.wav,Sofia,Middle East,Indian English,English,22.35,"This speech describes the impact of migration, technology, and local culture.","This speech describes the impact of migration, technology, and local culture."
audio_01404,audio_01404.wav,Hassan,South East Asia,Canadian English,English,46.3,Welcome to the museum archive. This recording documents a historical narrative.,Welcome to the museum archive. This recording documents a historical narrative.
audio_01405,audio_01405.wav,Zara,North America,French-accented English,English,53.27,The ceremonial procession began at dawn and crossed the central square.,The ceremonial procession began at dawn and crossed the central square.
audio_01406,audio_01406.wav,Priya,South East Asia,French-accented English,English,133.46,"This speech describes the impact of migration, technology, and local culture.","This speech describes the impact of migration, technology, and local culture."
audio_01407,audio_01407.wav,Amina,Oceania,Australian English,English,89.49,"In the archive, every voice helps reconstruct the meaning of a shared history.","In the archive, every voice helps reconstruct the meaning of a shared history."
audio_01408,audio_01408.wav,Leo,Oceania,Canadian English,English,120.87,Welcome to the museum archive. This recording documents a historical narrative.,Welcome to the museum archive. This recording documents a historical narrative.
audio_01409,audio_01409.wav,Victor,Central Asia,Standard English,English,91.72,"During the festival, elders shared memories of the old market and its changes.","During the festival, elders shared memories of the old market and its changes."
audio_01410,audio_01410.wav,Nora,North America,Indian English,English,42.69,"This speech describes the impact of migration, technology, and local culture.","This speech describes the impact of migration, technology, and local culture."
audio_01411,audio_01411.wav,Lina,North America,African English,English,53.25,The town was founded near a river and grew through trade and migration.,The town was founded near a river and grew through trade and migration.
audio_01412,audio_01412.wav,Aisha,Oceania,Indian English,English,74.35,The speaker recalls how the city expanded after the railway was completed.,The speaker recalls how the city expanded after the railway was completed.
audio_01413,audio_01413.wav,Victor,North America,French-accented English,English,115.31,The ceremonial procession began at dawn and crossed the central square.,The ceremonial procession began at dawn and crossed the central square.
audio_01414,audio_01414.wav,Mira,North America,African English,English,79.79,The town was founded near a river and grew through trade and migration.,The town was founded near a river and grew through trade and migration.
audio_01415,audio_01415.wav,Ibrahim,Eastern Europe,French-accented English,English,75.87,"This speech describes the impact of migration, technology, and local culture.","This speech describes the impact of migration, technology, and local culture."
audio_01416,audio_01416.wav,Ibrahim,Middle East,Australian English,English,91.52,The town was founded near a river and grew through trade and migration.,The town was founded near a river and grew through trade and migration.
audio_01417,audio_01417.wav,Daniel,Central Asia,Spanish-accented English,English,134.17,"This speech describes the impact of migration, technology, and local culture.","This speech describes the impact of migration, technology, and local culture."
audio_01418,audio_01418.wav,Lina,Central Asia,Indian English,English,8.97,The ceremonial procession began at dawn and crossed the central square.,The ceremonial procession began at dawn and crossed the central square.
audio_01419,audio_01419.wav,Aisha,East Africa,Australian English,English,96.59,This interview records a family account of a landmark event in the region.,This interview records a family account of a landmark event in the region.
audio_01420,audio_01420.wav,Priya,Latin America,British English,English,28.64,This interview records a family account of a landmark event in the region.,This interview records a family account of a landmark event in the region.
audio_01421,audio_01421.wav,Lina,Western Europe,Indian English,English,12.44,This interview records a family account of a landmark event in the region.,This interview records a family account of a landmark event in the region.
audio_01422,audio_01422.wav,Lina,Middle East,Arabic-accented English,English,99.13,This interview records a family account of a landmark event in the region.,This interview records a family account of a landmark event in the region.
audio_01423,audio_01423.wav,Priya,Latin America,Indian English,English,61.63,"In the archive, every voice helps reconstruct the meaning of a shared history.","In the archive, every voice helps reconstruct the meaning of a shared history."
audio_01424,audio_01424.wav,Ibrahim,Latin America,Arabic-accented English,English,20.98,The ceremonial procession began at dawn and crossed the central square.,The ceremonial procession began at dawn and crossed the central square.
audio_01425,audio_01425.wav,Ibrahim,Western Europe,Standard English,English,59.46,This interview records a family account of a landmark event in the region.,This interview records a family account of a landmark event in the region.
audio_01426,audio_01426.wav,Emil,Oceania,African English,English,55.5,The town was founded near a river and grew through trade and migration.,The town was founded near a river and grew through trade and migration.
audio_01427,audio_01427.wav,Priya,Central Asia,British English,English,76.92,"In the archive, every voice helps reconstruct the meaning of a shared history.","In the archive, every voice helps reconstruct the meaning of a shared history."
audio_01428,audio_01428.wav,Mira,Latin America,Indian English,English,112.65,This interview records a family account of a landmark event in the region.,This interview records a family account of a landmark event in the region.
audio_01429,audio_01429.wav,Emil,Middle East,Canadian English,English,87.29,This interview records a family account of a landmark event in the region.,This interview records a family account of a landmark event in the region.
audio_01430,audio_01430.wav,Victor,North America,Spanish-accented English,English,38.3,"During the festival, elders shared memories of the old market and its changes.","During the festival, elders shared memories of the old market and its changes."
audio_01431,audio_01431.wav,Ibrahim,East Africa,African English,English,23.56,"In the archive, every voice helps reconstruct the meaning of a shared history.","In the archive, every voice helps reconstruct the meaning of a shared history."
audio_01432,audio_01432.wav,Victor,Central Asia,Standard English,English,120.31,"During the festival, elders shared memories of the old market and its changes.","During the festival, elders shared memories of the old market and its changes."
audio_01433,audio_01433.wav,Leo,Eastern Europe,Standard English,English,98.12,Welcome to the museum archive. This recording documents a historical narrative.,Welcome to the museum archive. This recording documents a historical narrative.
audio_01434,audio_01434.wav,Priya,South East Asia,Australian English,English,118.92,"This speech describes the impact of migration, technology, and local culture.","This speech describes the impact of migration, technology, and local culture."
audio_01435,audio_01435.wav,Mateo,Central Asia,French-accented English,English,93.39,Welcome to the museum archive. This recording documents a historical narrative.,Welcome to the museum archive. This recording documents a historical narrative.
audio_01436,audio_01436.wav,Aisha,Latin America,French-accented English,English,81.99,"In the archive, every voice helps reconstruct the meaning of a shared history.","In the archive, every voice helps reconstruct the meaning of a shared history."
audio_01437,audio_01437.wav,Mateo,Latin America,British English,English,61.72,"In the archive, every voice helps reconstruct the meaning of a shared history.","In the archive, every voice helps reconstruct the meaning of a shared history."
audio_01438,audio_01438.wav,Hassan,Middle East,African English,English,133.59,The town was founded near a river and grew through trade and migration.,The town was founded near a river and grew through trade and migration.
audio_01439,audio_01439.wav,Zara,Central Asia,Arabic-accented English,English,115.14,Welcome to the museum archive. This recording documents a historical narrative.,Welcome to the museum archive. This recording documents a historical narrative.
audio_01440,audio_01440.wav,Mateo,Western Europe,French-accented English,English,53.12,The town was founded near a river and grew through trade and migration.,The town was founded near a river and grew through trade and migration.
audio_01441,audio_01441.wav,Daniel,Middle East,French-accented English,English,79.07,Welcome to the museum archive. This recording documents a historical narrative.,Welcome to the museum archive. This recording documents a historical narrative.
audio_01442,audio_01442.wav,Sofia,Middle East,Arabic-accented English,English,29.71,This interview records a family account of a landmark event in the region.,This interview records a family account of a landmark event in the region.
audio_01443,audio_01443.wav,Emil,Central Asia,African English,English,78.14,"This speech describes the impact of migration, technology, and local culture.","This speech describes the impact of migration, technology, and local culture."
audio_01444,audio_01444.wav,Ibrahim,South East Asia,African English,English,117.45,Welcome to the museum archive. This recording documents a historical narrative.,Welcome to the museum archive. This recording documents a historical narrative.
audio_01445,audio_01445.wav,Amina,Eastern Europe,Spanish-accented English,English,27.59,The town was founded near a river and grew through trade and migration.,The town was founded near a river and grew through trade and migration.
audio_01446,audio_01446.wav,Victor,South East Asia,British English,English,22.99,"During the festival, elders shared memories of the old market and its changes.","During the festival, elders shared memories of the old market and its changes."
audio_01447,audio_01447.wav,Lina,Oceania,Standard English,English,101.89,The speaker recalls how the city expanded after the railway was completed.,The speaker recalls how the city expanded after the railway was completed.
audio_01448,audio_01448.wav,Aisha,Central Asia,British English,English,125.94,"During the festival, elders shared memories of the old market and its changes.","During the festival, elders shared memories of the old market and its changes."
audio_01449,audio_01449.wav,Lina,Central Asia,Arabic-accented English,English,115.69,This interview records a family account of a landmark event in the region.,This interview records a family account of a landmark event in the region.
audio_01450,audio_01450.wav,Priya,South Asia,Arabic-accented English,English,111.66,"During the festival, elders shared memories of the old market and its changes.","During the festival, elders shared memories of the old market and its changes."
audio_01451,audio_01451.wav,Amina,Eastern Europe,Standard English,English,57.59,This interview records a family account of a landmark event in the region.,This interview records a family account of a landmark event in the region.
audio_01452,audio_01452.wav,Priya,Oceania,Standard English,English,14.46,The town was founded near a river and grew through trade and migration.,The town was founded near a river and grew through trade and migration.
audio_01453,audio_01453.wav,Victor,East Africa,African English,English,107.09,"In the archive, every voice helps reconstruct the meaning of a shared history.","In the archive, every voice helps reconstruct the meaning of a shared history."
audio_01454,audio_01454.wav,Victor,Central Asia,Indian English,English,78.49,This interview records a family account of a landmark event in the region.,This interview records a family account of a landmark event in the region.
audio_01455,audio_01455.wav,Zara,Western Europe,African English,English,123.02,"This speech describes the impact of migration, technology, and local culture.","This speech describes the impact of migration, technology, and local culture."
audio_01456,audio_01456.wav,Aisha,South East Asia,Canadian English,English,125.05,"In the archive, every voice helps reconstruct the meaning of a shared history.","In the archive, every voice helps reconstruct the meaning of a shared history."
audio_01457,audio_01457.wav,Leo,Middle East,Standard English,English,70.59,This interview records a family account of a landmark event in the region.,This interview records a family account of a landmark event in the region.
audio_01458,audio_01458.wav,Ibrahim,Central Asia,Spanish-accented English,English,134.56,The ceremonial procession began at dawn and crossed the central square.,The ceremonial procession began at dawn and crossed the central square.
audio_01459,audio_01459.wav,Leo,Middle East,Australian English,English,10.18,"In the archive, every voice helps reconstruct the meaning of a shared history.","In the archive, every voice helps reconstruct the meaning of a shared history."
audio_01460,audio_01460.wav,Ibrahim,Eastern Europe,African English,English,105.39,The town was founded near a river and grew through trade and migration.,The town was founded near a river and grew through trade and migration.
audio_01461,audio_01461.wav,Emil,Western Europe,British English,English,50.15,The speaker recalls how the city expanded after the railway was completed.,The speaker recalls how the city expanded after the railway was completed.
audio_01462,audio_01462.wav,Lina,North America,Australian English,English,94.03,"In the archive, every voice helps reconstruct the meaning of a shared history.","In the archive, every voice helps reconstruct the meaning of a shared history."
audio_01463,audio_01463.wav,Amina,Middle East,Indian English,English,74.89,The town was founded near a river and grew through trade and migration.,The town was founded near a river and grew through trade and migration.
audio_01464,audio_01464.wav,Victor,Oceania,African English,English,98.43,"This speech describes the impact of migration, technology, and local culture.","This speech describes the impact of migration, technology, and local culture."
audio_01465,audio_01465.wav,Sofia,Latin America,Standard English,English,55.01,"This speech describes the impact of migration, technology, and local culture.","This speech describes the impact of migration, technology, and local culture."
audio_01466,audio_01466.wav,Aisha,Central Asia,African English,English,131.44,The town was founded near a river and grew through trade and migration.,The town was founded near a river and grew through trade and migration.
audio_01467,audio_01467.wav,Sofia,South Asia,Canadian English,English,128.8,"In the archive, every voice helps reconstruct the meaning of a shared history.","In the archive, every voice helps reconstruct the meaning of a shared history."
audio_01468,audio_01468.wav,Lina,South Asia,Indian English,English,132.19,The ceremonial procession began at dawn and crossed the central square.,The ceremonial procession began at dawn and crossed the central square.
audio_01469,audio_01469.wav,Priya,Middle East,Standard English,English,59.18,The ceremonial procession began at dawn and crossed the central square.,The ceremonial procession began at dawn and crossed the central square.
audio_01470,audio_01470.wav,Ibrahim,South Asia,Australian English,English,112.12,This interview records a family account of a landmark event in the region.,This interview records a family account of a landmark event in the region.
audio_01471,audio_01471.wav,Priya,Central Asia,British English,English,82.22,Welcome to the museum archive. This recording documents a historical narrative.,Welcome to the museum archive. This recording documents a historical narrative.
audio_01472,audio_01472.wav,Ibrahim,Eastern Europe,French-accented English,English,119.02,Welcome to the museum archive. This recording documents a historical narrative.,Welcome to the museum archive. This recording documents a historical narrative.
audio_01473,audio_01473.wav,Mira,Western Europe,Canadian English,English,53.68,"This speech describes the impact of migration, technology, and local culture.","This speech describes the impact of migration, technology, and local culture."
audio_01474,audio_01474.wav,Aisha,Latin America,Canadian English,English,132.01,This interview records a family account of a landmark event in the region.,This interview records a family account of a landmark event in the region.
audio_01475,audio_01475.wav,Victor,Latin America,Standard English,English,112.15,The ceremonial procession began at dawn and crossed the central square.,The ceremonial procession began at dawn and crossed the central square.
audio_01476,audio_01476.wav,Nora,South East Asia,Canadian English,English,16.9,Welcome to the museum archive. This recording documents a historical narrative.,Welcome to the museum archive. This recording documents a historical narrative.
audio_01477,audio_01477.wav,Leo,East Africa,Australian English,English,36.16,"In the archive, every voice helps reconstruct the meaning of a shared history.","In the archive, every voice helps reconstruct the meaning of a shared history."
audio_01478,audio_01478.wav,Ibrahim,Central Asia,African English,English,53.42,The town was founded near a river and grew through trade and migration.,The town was founded near a river and grew through trade and migration.
audio_01479,audio_01479.wav,Ibrahim,Middle East,French-accented English,English,84.58,"During the festival, elders shared memories of the old market and its changes.","During the festival, elders shared memories of the old market and its changes."
audio_01480,audio_01480.wav,Mateo,East Africa,French-accented English,English,21.71,The ceremonial procession began at dawn and crossed the central square.,The ceremonial procession began at dawn and crossed the central square.
audio_01481,audio_01481.wav,Nora,Central Asia,African English,English,25.79,Welcome to the museum archive. This recording documents a historical narrative.,Welcome to the museum archive. This recording documents a historical narrative.
audio_01482,audio_01482.wav,Emil,South Asia,Australian English,English,125.1,The speaker recalls how the city expanded after the railway was completed.,The speaker recalls how the city expanded after the railway was completed.
audio_01483,audio_01483.wav,Lina,Latin America,Indian English,English,37.17,The ceremonial procession began at dawn and crossed the central square.,The ceremonial procession began at dawn and crossed the central square.
audio_01484,audio_01484.wav,Sofia,South Asia,Spanish-accented English,English,17.23,The speaker recalls how the city expanded after the railway was completed.,The speaker recalls how the city expanded after the railway was completed.
audio_01485,audio_01485.wav,Hassan,Latin America,Arabic-accented English,English,82.26,The ceremonial procession began at dawn and crossed the central square.,The ceremonial procession began at dawn and crossed the central square.
audio_01486,audio_01486.wav,Priya,South East Asia,Standard English,English,123.66,"In the archive, every voice helps reconstruct the meaning of a shared history.","In the archive, every voice helps reconstruct the meaning of a shared history."
audio_01487,audio_01487.wav,Sofia,Latin America,Spanish-accented English,English,98.19,"In the archive, every voice helps reconstruct the meaning of a shared history.","In the archive, every voice helps reconstruct the meaning of a shared history."
audio_01488,audio_01488.wav,Nora,East Africa,British English,English,102.49,The speaker recalls how the city expanded after the railway was completed.,The speaker recalls how the city expanded after the railway was completed.
audio_01489,audio_01489.wav,Victor,Middle East,Arabic-accented English,English,90.76,"This speech describes the impact of migration, technology, and local culture.","This speech describes the impact of migration, technology, and local culture."
audio_01490,audio_01490.wav,Zara,Eastern Europe,Canadian English,English,62.22,The town was founded near a river and grew through trade and migration.,The town was founded near a river and grew through trade and migration.
audio_01491,audio_01491.wav,Ibrahim,North America,Australian English,English,128.46,Welcome to the museum archive. This recording documents a historical narrative.,Welcome to the museum archive. This recording documents a historical narrative.
audio_01492,audio_01492.wav,Zara,East Africa,British English,English,59.67,The town was founded near a river and grew through trade and migration.,The town was founded near a river and grew through trade and migration.
audio_01493,audio_01493.wav,Aisha,South Asia,Canadian English,English,37.33,The town was founded near a river and grew through trade and migration.,The town was founded near a river and grew through trade and migration.
