id,image_id,title,year,era,location,artifact_type,subject,caption,text
hist_01395,img_01395,Cairo Coin - 1257,1257,Colonial Period,Cairo,coin,religious procession,"A coin from Cairo depicting religious procession during the colonial period around 1257. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Cairo Coin - 1257. This object was discovered in Cairo and relates to religious procession. It dates to approximately 1257, representing a period of cultural, trade, or political activity."
hist_01396,img_01396,Nanjing Map - 1681,1681,Early Modern Era,Nanjing,map,battlefield,"A map from Nanjing depicting battlefield during the early modern era around 1681. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Nanjing Map - 1681. This object was discovered in Nanjing and relates to battlefield. It dates to approximately 1681, representing a period of cultural, trade, or political activity."
hist_01397,img_01397,Mughal court Painting - 1590,1590,Modern Century,Mughal court,painting,royal ceremony,"A painting from Mughal court depicting royal ceremony during the modern century around 1590. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Mughal court Painting - 1590. This object was discovered in Mughal court and relates to royal ceremony. It dates to approximately 1590, representing a period of cultural, trade, or political activity."
hist_01398,img_01398,Paris Letter - 1454,1454,Modern Century,Paris,letter,colonial exchange,"A letter from Paris depicting colonial exchange during the modern century around 1454. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Paris Letter - 1454. This object was discovered in Paris and relates to colonial exchange. It dates to approximately 1454, representing a period of cultural, trade, or political activity."
hist_01399,img_01399,Constantinople Manuscript - 1234,1234,Ancient Era,Constantinople,manuscript,colonial exchange,"A manuscript from Constantinople depicting colonial exchange during the ancient era around 1234. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Constantinople Manuscript - 1234. This object was discovered in Constantinople and relates to colonial exchange. It dates to approximately 1234, representing a period of cultural, trade, or political activity."
hist_01400,img_01400,Kyiv Artifact - 1733,1733,Industrial Age,Kyiv,artifact,battlefield,"A artifact from Kyiv depicting battlefield during the industrial age around 1733. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Kyiv Artifact - 1733. This object was discovered in Kyiv and relates to battlefield. It dates to approximately 1733, representing a period of cultural, trade, or political activity."
hist_01401,img_01401,Baghdad Coin - 1897,1897,Modern Century,Baghdad,coin,city planning,"A coin from Baghdad depicting city planning during the modern century around 1897. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Baghdad Coin - 1897. This object was discovered in Baghdad and relates to city planning. It dates to approximately 1897, representing a period of cultural, trade, or political activity."
hist_01402,img_01402,Nanjing Painting - 1945,1945,Colonial Period,Nanjing,painting,cultural festival,"A painting from Nanjing depicting cultural festival during the colonial period around 1945. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Nanjing Painting - 1945. This object was discovered in Nanjing and relates to cultural festival. It dates to approximately 1945, representing a period of cultural, trade, or political activity."
hist_01403,img_01403,Kyiv Photograph - 1733,1733,Modern Century,Kyiv,photograph,harbor activity,"A photograph from Kyiv depicting harbor activity during the modern century around 1733. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Kyiv Photograph - 1733. This object was discovered in Kyiv and relates to harbor activity. It dates to approximately 1733, representing a period of cultural, trade, or political activity."
hist_01404,img_01404,Nanjing Manuscript - 1505,1505,Ancient Era,Nanjing,manuscript,city planning,"A manuscript from Nanjing depicting city planning during the ancient era around 1505. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Nanjing Manuscript - 1505. This object was discovered in Nanjing and relates to city planning. It dates to approximately 1505, representing a period of cultural, trade, or political activity."
hist_01405,img_01405,Paris Manuscript - 1882,1882,Modern Century,Paris,manuscript,royal ceremony,"A manuscript from Paris depicting royal ceremony during the modern century around 1882. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Paris Manuscript - 1882. This object was discovered in Paris and relates to royal ceremony. It dates to approximately 1882, representing a period of cultural, trade, or political activity."
hist_01406,img_01406,Baghdad Statue - 1644,1644,Early Modern Era,Baghdad,statue,trade route,"A statue from Baghdad depicting trade route during the early modern era around 1644. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Baghdad Statue - 1644. This object was discovered in Baghdad and relates to trade route. It dates to approximately 1644, representing a period of cultural, trade, or political activity."
hist_01407,img_01407,Mughal court Photograph - 1798,1798,Medieval Period,Mughal court,photograph,religious procession,"A photograph from Mughal court depicting religious procession during the medieval period around 1798. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Mughal court Photograph - 1798. This object was discovered in Mughal court and relates to religious procession. It dates to approximately 1798, representing a period of cultural, trade, or political activity."
hist_01408,img_01408,Mughal court Painting - 1209,1209,Modern Century,Mughal court,painting,scientific expedition,"A painting from Mughal court depicting scientific expedition during the modern century around 1209. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Mughal court Painting - 1209. This object was discovered in Mughal court and relates to scientific expedition. It dates to approximately 1209, representing a period of cultural, trade, or political activity."
hist_01409,img_01409,Baghdad Engraving - 1686,1686,Early Modern Era,Baghdad,engraving,scientific expedition,"A engraving from Baghdad depicting scientific expedition during the early modern era around 1686. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Baghdad Engraving - 1686. This object was discovered in Baghdad and relates to scientific expedition. It dates to approximately 1686, representing a period of cultural, trade, or political activity."
hist_01410,img_01410,Baghdad Photograph - 1989,1989,Industrial Age,Baghdad,photograph,battlefield,"A photograph from Baghdad depicting battlefield during the industrial age around 1989. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Baghdad Photograph - 1989. This object was discovered in Baghdad and relates to battlefield. It dates to approximately 1989, representing a period of cultural, trade, or political activity."
hist_01411,img_01411,Moscow Artifact - 1293,1293,Modern Century,Moscow,artifact,scientific expedition,"A artifact from Moscow depicting scientific expedition during the modern century around 1293. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Moscow Artifact - 1293. This object was discovered in Moscow and relates to scientific expedition. It dates to approximately 1293, representing a period of cultural, trade, or political activity."
hist_01412,img_01412,Alexandria Painting - 1261,1261,Medieval Period,Alexandria,painting,city planning,"A painting from Alexandria depicting city planning during the medieval period around 1261. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Alexandria Painting - 1261. This object was discovered in Alexandria and relates to city planning. It dates to approximately 1261, representing a period of cultural, trade, or political activity."
hist_01413,img_01413,Baghdad Document - 1918,1918,Industrial Age,Baghdad,document,royal ceremony,"A document from Baghdad depicting royal ceremony during the industrial age around 1918. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Baghdad Document - 1918. This object was discovered in Baghdad and relates to royal ceremony. It dates to approximately 1918, representing a period of cultural, trade, or political activity."
hist_01414,img_01414,Mughal court Statue - 1438,1438,Modern Century,Mughal court,statue,farming community,"A statue from Mughal court depicting farming community during the modern century around 1438. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Mughal court Statue - 1438. This object was discovered in Mughal court and relates to farming community. It dates to approximately 1438, representing a period of cultural, trade, or political activity."
hist_01415,img_01415,Constantinople Statue - 1974,1974,Medieval Period,Constantinople,statue,colonial exchange,"A statue from Constantinople depicting colonial exchange during the medieval period around 1974. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Constantinople Statue - 1974. This object was discovered in Constantinople and relates to colonial exchange. It dates to approximately 1974, representing a period of cultural, trade, or political activity."
hist_01416,img_01416,Moscow Engraving - 1221,1221,Modern Century,Moscow,engraving,religious procession,"A engraving from Moscow depicting religious procession during the modern century around 1221. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Moscow Engraving - 1221. This object was discovered in Moscow and relates to religious procession. It dates to approximately 1221, representing a period of cultural, trade, or political activity."
hist_01417,img_01417,Kyiv Coin - 1337,1337,Modern Century,Kyiv,coin,trade route,"A coin from Kyiv depicting trade route during the modern century around 1337. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Kyiv Coin - 1337. This object was discovered in Kyiv and relates to trade route. It dates to approximately 1337, representing a period of cultural, trade, or political activity."
hist_01418,img_01418,Cuzco Document - 1648,1648,Modern Century,Cuzco,document,harbor activity,"A document from Cuzco depicting harbor activity during the modern century around 1648. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Cuzco Document - 1648. This object was discovered in Cuzco and relates to harbor activity. It dates to approximately 1648, representing a period of cultural, trade, or political activity."
hist_01419,img_01419,Baghdad Manuscript - 1701,1701,Colonial Period,Baghdad,manuscript,scientific expedition,"A manuscript from Baghdad depicting scientific expedition during the colonial period around 1701. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Baghdad Manuscript - 1701. This object was discovered in Baghdad and relates to scientific expedition. It dates to approximately 1701, representing a period of cultural, trade, or political activity."
hist_01420,img_01420,Kyiv Statue - 1556,1556,Early Modern Era,Kyiv,statue,cultural festival,"A statue from Kyiv depicting cultural festival during the early modern era around 1556. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Kyiv Statue - 1556. This object was discovered in Kyiv and relates to cultural festival. It dates to approximately 1556, representing a period of cultural, trade, or political activity."
hist_01421,img_01421,Cairo Document - 1813,1813,Colonial Period,Cairo,document,market scene,"A document from Cairo depicting market scene during the colonial period around 1813. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Cairo Document - 1813. This object was discovered in Cairo and relates to market scene. It dates to approximately 1813, representing a period of cultural, trade, or political activity."
hist_01422,img_01422,Venice Ceramic - 1358,1358,Early Modern Era,Venice,ceramic,harbor activity,"A ceramic from Venice depicting harbor activity during the early modern era around 1358. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Venice Ceramic - 1358. This object was discovered in Venice and relates to harbor activity. It dates to approximately 1358, representing a period of cultural, trade, or political activity."
hist_01423,img_01423,Rome Statue - 1754,1754,Modern Century,Rome,statue,colonial exchange,"A statue from Rome depicting colonial exchange during the modern century around 1754. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Rome Statue - 1754. This object was discovered in Rome and relates to colonial exchange. It dates to approximately 1754, representing a period of cultural, trade, or political activity."
hist_01424,img_01424,Baghdad Letter - 1718,1718,Ancient Era,Baghdad,letter,cultural festival,"A letter from Baghdad depicting cultural festival during the ancient era around 1718. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Baghdad Letter - 1718. This object was discovered in Baghdad and relates to cultural festival. It dates to approximately 1718, representing a period of cultural, trade, or political activity."
hist_01425,img_01425,Paris Statue - 1834,1834,Early Modern Era,Paris,statue,scientific expedition,"A statue from Paris depicting scientific expedition during the early modern era around 1834. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Paris Statue - 1834. This object was discovered in Paris and relates to scientific expedition. It dates to approximately 1834, representing a period of cultural, trade, or political activity."
hist_01426,img_01426,Cuzco Photograph - 1938,1938,Industrial Age,Cuzco,photograph,civil ceremony,"A photograph from Cuzco depicting civil ceremony during the industrial age around 1938. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Cuzco Photograph - 1938. This object was discovered in Cuzco and relates to civil ceremony. It dates to approximately 1938, representing a period of cultural, trade, or political activity."
hist_01427,img_01427,Kyiv Document - 1394,1394,Colonial Period,Kyiv,document,civil ceremony,"A document from Kyiv depicting civil ceremony during the colonial period around 1394. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Kyiv Document - 1394. This object was discovered in Kyiv and relates to civil ceremony. It dates to approximately 1394, representing a period of cultural, trade, or political activity."
hist_01428,img_01428,Moscow Portrait - 1357,1357,Industrial Age,Moscow,portrait,harbor activity,"A portrait from Moscow depicting harbor activity during the industrial age around 1357. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Moscow Portrait - 1357. This object was discovered in Moscow and relates to harbor activity. It dates to approximately 1357, representing a period of cultural, trade, or political activity."
hist_01429,img_01429,Cairo Statue - 1856,1856,Colonial Period,Cairo,statue,royal ceremony,"A statue from Cairo depicting royal ceremony during the colonial period around 1856. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Cairo Statue - 1856. This object was discovered in Cairo and relates to royal ceremony. It dates to approximately 1856, representing a period of cultural, trade, or political activity."
hist_01430,img_01430,Venice Photograph - 1874,1874,Medieval Period,Venice,photograph,trade route,"A photograph from Venice depicting trade route during the medieval period around 1874. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Venice Photograph - 1874. This object was discovered in Venice and relates to trade route. It dates to approximately 1874, representing a period of cultural, trade, or political activity."
hist_01431,img_01431,Cairo Painting - 1382,1382,Industrial Age,Cairo,painting,battlefield,"A painting from Cairo depicting battlefield during the industrial age around 1382. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Cairo Painting - 1382. This object was discovered in Cairo and relates to battlefield. It dates to approximately 1382, representing a period of cultural, trade, or political activity."
hist_01432,img_01432,Beijing Photograph - 1396,1396,Modern Century,Beijing,photograph,trade route,"A photograph from Beijing depicting trade route during the modern century around 1396. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Beijing Photograph - 1396. This object was discovered in Beijing and relates to trade route. It dates to approximately 1396, representing a period of cultural, trade, or political activity."
hist_01433,img_01433,Cuzco Artifact - 1597,1597,Colonial Period,Cuzco,artifact,colonial exchange,"A artifact from Cuzco depicting colonial exchange during the colonial period around 1597. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Cuzco Artifact - 1597. This object was discovered in Cuzco and relates to colonial exchange. It dates to approximately 1597, representing a period of cultural, trade, or political activity."
hist_01434,img_01434,Rome Portrait - 1918,1918,Early Modern Era,Rome,portrait,harbor activity,"A portrait from Rome depicting harbor activity during the early modern era around 1918. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Rome Portrait - 1918. This object was discovered in Rome and relates to harbor activity. It dates to approximately 1918, representing a period of cultural, trade, or political activity."
hist_01435,img_01435,Cairo Portrait - 1426,1426,Ancient Era,Cairo,portrait,cultural festival,"A portrait from Cairo depicting cultural festival during the ancient era around 1426. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Cairo Portrait - 1426. This object was discovered in Cairo and relates to cultural festival. It dates to approximately 1426, representing a period of cultural, trade, or political activity."
hist_01436,img_01436,Nanjing Artifact - 1413,1413,Ancient Era,Nanjing,artifact,colonial exchange,"A artifact from Nanjing depicting colonial exchange during the ancient era around 1413. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Nanjing Artifact - 1413. This object was discovered in Nanjing and relates to colonial exchange. It dates to approximately 1413, representing a period of cultural, trade, or political activity."
hist_01437,img_01437,Moscow Artifact - 1679,1679,Colonial Period,Moscow,artifact,trade route,"A artifact from Moscow depicting trade route during the colonial period around 1679. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Moscow Artifact - 1679. This object was discovered in Moscow and relates to trade route. It dates to approximately 1679, representing a period of cultural, trade, or political activity."
hist_01438,img_01438,Mughal court Letter - 1961,1961,Modern Century,Mughal court,letter,city planning,"A letter from Mughal court depicting city planning during the modern century around 1961. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Mughal court Letter - 1961. This object was discovered in Mughal court and relates to city planning. It dates to approximately 1961, representing a period of cultural, trade, or political activity."
hist_01439,img_01439,Cuzco Portrait - 1259,1259,Ancient Era,Cuzco,portrait,harbor activity,"A portrait from Cuzco depicting harbor activity during the ancient era around 1259. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Cuzco Portrait - 1259. This object was discovered in Cuzco and relates to harbor activity. It dates to approximately 1259, representing a period of cultural, trade, or political activity."
hist_01440,img_01440,Cairo Photograph - 1951,1951,Medieval Period,Cairo,photograph,harbor activity,"A photograph from Cairo depicting harbor activity during the medieval period around 1951. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Cairo Photograph - 1951. This object was discovered in Cairo and relates to harbor activity. It dates to approximately 1951, representing a period of cultural, trade, or political activity."
hist_01441,img_01441,Constantinople Photograph - 1731,1731,Medieval Period,Constantinople,photograph,royal ceremony,"A photograph from Constantinople depicting royal ceremony during the medieval period around 1731. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Constantinople Photograph - 1731. This object was discovered in Constantinople and relates to royal ceremony. It dates to approximately 1731, representing a period of cultural, trade, or political activity."
hist_01442,img_01442,Paris Letter - 1744,1744,Colonial Period,Paris,letter,battlefield,"A letter from Paris depicting battlefield during the colonial period around 1744. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Paris Letter - 1744. This object was discovered in Paris and relates to battlefield. It dates to approximately 1744, representing a period of cultural, trade, or political activity."
hist_01443,img_01443,Alexandria Manuscript - 1872,1872,Medieval Period,Alexandria,manuscript,scientific expedition,"A manuscript from Alexandria depicting scientific expedition during the medieval period around 1872. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Alexandria Manuscript - 1872. This object was discovered in Alexandria and relates to scientific expedition. It dates to approximately 1872, representing a period of cultural, trade, or political activity."
hist_01444,img_01444,Delhi Engraving - 1771,1771,Modern Century,Delhi,engraving,farming community,"A engraving from Delhi depicting farming community during the modern century around 1771. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Delhi Engraving - 1771. This object was discovered in Delhi and relates to farming community. It dates to approximately 1771, representing a period of cultural, trade, or political activity."
hist_01445,img_01445,Moscow Artifact - 1308,1308,Modern Century,Moscow,artifact,scientific expedition,"A artifact from Moscow depicting scientific expedition during the modern century around 1308. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Moscow Artifact - 1308. This object was discovered in Moscow and relates to scientific expedition. It dates to approximately 1308, representing a period of cultural, trade, or political activity."
hist_01446,img_01446,Delhi Engraving - 1669,1669,Ancient Era,Delhi,engraving,civil ceremony,"A engraving from Delhi depicting civil ceremony during the ancient era around 1669. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Delhi Engraving - 1669. This object was discovered in Delhi and relates to civil ceremony. It dates to approximately 1669, representing a period of cultural, trade, or political activity."
hist_01447,img_01447,Delhi Map - 1370,1370,Colonial Period,Delhi,map,farming community,"A map from Delhi depicting farming community during the colonial period around 1370. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Delhi Map - 1370. This object was discovered in Delhi and relates to farming community. It dates to approximately 1370, representing a period of cultural, trade, or political activity."
hist_01448,img_01448,Cuzco Artifact - 1545,1545,Colonial Period,Cuzco,artifact,market scene,"A artifact from Cuzco depicting market scene during the colonial period around 1545. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Cuzco Artifact - 1545. This object was discovered in Cuzco and relates to market scene. It dates to approximately 1545, representing a period of cultural, trade, or political activity."
hist_01449,img_01449,Cuzco Statue - 1653,1653,Early Modern Era,Cuzco,statue,city planning,"A statue from Cuzco depicting city planning during the early modern era around 1653. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Cuzco Statue - 1653. This object was discovered in Cuzco and relates to city planning. It dates to approximately 1653, representing a period of cultural, trade, or political activity."
hist_01450,img_01450,Delhi Letter - 1580,1580,Modern Century,Delhi,letter,civil ceremony,"A letter from Delhi depicting civil ceremony during the modern century around 1580. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Delhi Letter - 1580. This object was discovered in Delhi and relates to civil ceremony. It dates to approximately 1580, representing a period of cultural, trade, or political activity."
hist_01451,img_01451,Beijing Portrait - 1531,1531,Colonial Period,Beijing,portrait,battlefield,"A portrait from Beijing depicting battlefield during the colonial period around 1531. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Beijing Portrait - 1531. This object was discovered in Beijing and relates to battlefield. It dates to approximately 1531, representing a period of cultural, trade, or political activity."
hist_01452,img_01452,Nanjing Letter - 1419,1419,Modern Century,Nanjing,letter,farming community,"A letter from Nanjing depicting farming community during the modern century around 1419. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Nanjing Letter - 1419. This object was discovered in Nanjing and relates to farming community. It dates to approximately 1419, representing a period of cultural, trade, or political activity."
hist_01453,img_01453,Kyiv Statue - 1460,1460,Industrial Age,Kyiv,statue,colonial exchange,"A statue from Kyiv depicting colonial exchange during the industrial age around 1460. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Kyiv Statue - 1460. This object was discovered in Kyiv and relates to colonial exchange. It dates to approximately 1460, representing a period of cultural, trade, or political activity."
hist_01454,img_01454,London Engraving - 1200,1200,Colonial Period,London,engraving,trade route,"A engraving from London depicting trade route during the colonial period around 1200. The image captures daily life, movement, and cultural continuity in the region.","Historical record: London Engraving - 1200. This object was discovered in London and relates to trade route. It dates to approximately 1200, representing a period of cultural, trade, or political activity."
hist_01455,img_01455,Nanjing Document - 1216,1216,Early Modern Era,Nanjing,document,market scene,"A document from Nanjing depicting market scene during the early modern era around 1216. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Nanjing Document - 1216. This object was discovered in Nanjing and relates to market scene. It dates to approximately 1216, representing a period of cultural, trade, or political activity."
hist_01456,img_01456,Paris Coin - 1206,1206,Early Modern Era,Paris,coin,battlefield,"A coin from Paris depicting battlefield during the early modern era around 1206. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Paris Coin - 1206. This object was discovered in Paris and relates to battlefield. It dates to approximately 1206, representing a period of cultural, trade, or political activity."
hist_01457,img_01457,Nanjing Engraving - 1222,1222,Colonial Period,Nanjing,engraving,harbor activity,"A engraving from Nanjing depicting harbor activity during the colonial period around 1222. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Nanjing Engraving - 1222. This object was discovered in Nanjing and relates to harbor activity. It dates to approximately 1222, representing a period of cultural, trade, or political activity."
hist_01458,img_01458,Nanjing Document - 1723,1723,Colonial Period,Nanjing,document,scientific expedition,"A document from Nanjing depicting scientific expedition during the colonial period around 1723. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Nanjing Document - 1723. This object was discovered in Nanjing and relates to scientific expedition. It dates to approximately 1723, representing a period of cultural, trade, or political activity."
hist_01459,img_01459,Kyiv Photograph - 1358,1358,Early Modern Era,Kyiv,photograph,trade route,"A photograph from Kyiv depicting trade route during the early modern era around 1358. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Kyiv Photograph - 1358. This object was discovered in Kyiv and relates to trade route. It dates to approximately 1358, representing a period of cultural, trade, or political activity."
hist_01460,img_01460,Moscow Map - 1359,1359,Colonial Period,Moscow,map,harbor activity,"A map from Moscow depicting harbor activity during the colonial period around 1359. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Moscow Map - 1359. This object was discovered in Moscow and relates to harbor activity. It dates to approximately 1359, representing a period of cultural, trade, or political activity."
hist_01461,img_01461,Mughal court Manuscript - 1455,1455,Early Modern Era,Mughal court,manuscript,harbor activity,"A manuscript from Mughal court depicting harbor activity during the early modern era around 1455. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Mughal court Manuscript - 1455. This object was discovered in Mughal court and relates to harbor activity. It dates to approximately 1455, representing a period of cultural, trade, or political activity."
hist_01462,img_01462,Beijing Portrait - 1294,1294,Medieval Period,Beijing,portrait,religious procession,"A portrait from Beijing depicting religious procession during the medieval period around 1294. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Beijing Portrait - 1294. This object was discovered in Beijing and relates to religious procession. It dates to approximately 1294, representing a period of cultural, trade, or political activity."
hist_01463,img_01463,Moscow Photograph - 1951,1951,Industrial Age,Moscow,photograph,cultural festival,"A photograph from Moscow depicting cultural festival during the industrial age around 1951. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Moscow Photograph - 1951. This object was discovered in Moscow and relates to cultural festival. It dates to approximately 1951, representing a period of cultural, trade, or political activity."
hist_01464,img_01464,Constantinople Ceramic - 1377,1377,Colonial Period,Constantinople,ceramic,cultural festival,"A ceramic from Constantinople depicting cultural festival during the colonial period around 1377. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Constantinople Ceramic - 1377. This object was discovered in Constantinople and relates to cultural festival. It dates to approximately 1377, representing a period of cultural, trade, or political activity."
hist_01465,img_01465,London Portrait - 1297,1297,Ancient Era,London,portrait,civil ceremony,"A portrait from London depicting civil ceremony during the ancient era around 1297. The image captures daily life, movement, and cultural continuity in the region.","Historical record: London Portrait - 1297. This object was discovered in London and relates to civil ceremony. It dates to approximately 1297, representing a period of cultural, trade, or political activity."
hist_01466,img_01466,Cairo Portrait - 1948,1948,Ancient Era,Cairo,portrait,religious procession,"A portrait from Cairo depicting religious procession during the ancient era around 1948. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Cairo Portrait - 1948. This object was discovered in Cairo and relates to religious procession. It dates to approximately 1948, representing a period of cultural, trade, or political activity."
hist_01467,img_01467,Nanjing Statue - 1989,1989,Industrial Age,Nanjing,statue,city planning,"A statue from Nanjing depicting city planning during the industrial age around 1989. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Nanjing Statue - 1989. This object was discovered in Nanjing and relates to city planning. It dates to approximately 1989, representing a period of cultural, trade, or political activity."
hist_01468,img_01468,Constantinople Photograph - 1626,1626,Modern Century,Constantinople,photograph,battlefield,"A photograph from Constantinople depicting battlefield during the modern century around 1626. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Constantinople Photograph - 1626. This object was discovered in Constantinople and relates to battlefield. It dates to approximately 1626, representing a period of cultural, trade, or political activity."
hist_01469,img_01469,Mughal court Painting - 1816,1816,Modern Century,Mughal court,painting,civil ceremony,"A painting from Mughal court depicting civil ceremony during the modern century around 1816. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Mughal court Painting - 1816. This object was discovered in Mughal court and relates to civil ceremony. It dates to approximately 1816, representing a period of cultural, trade, or political activity."
hist_01470,img_01470,Cuzco Painting - 1591,1591,Ancient Era,Cuzco,painting,harbor activity,"A painting from Cuzco depicting harbor activity during the ancient era around 1591. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Cuzco Painting - 1591. This object was discovered in Cuzco and relates to harbor activity. It dates to approximately 1591, representing a period of cultural, trade, or political activity."
hist_01471,img_01471,Baghdad Document - 1526,1526,Early Modern Era,Baghdad,document,scientific expedition,"A document from Baghdad depicting scientific expedition during the early modern era around 1526. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Baghdad Document - 1526. This object was discovered in Baghdad and relates to scientific expedition. It dates to approximately 1526, representing a period of cultural, trade, or political activity."
hist_01472,img_01472,Baghdad Engraving - 1714,1714,Ancient Era,Baghdad,engraving,battlefield,"A engraving from Baghdad depicting battlefield during the ancient era around 1714. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Baghdad Engraving - 1714. This object was discovered in Baghdad and relates to battlefield. It dates to approximately 1714, representing a period of cultural, trade, or political activity."
hist_01473,img_01473,Kyiv Engraving - 1889,1889,Colonial Period,Kyiv,engraving,religious procession,"A engraving from Kyiv depicting religious procession during the colonial period around 1889. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Kyiv Engraving - 1889. This object was discovered in Kyiv and relates to religious procession. It dates to approximately 1889, representing a period of cultural, trade, or political activity."
hist_01474,img_01474,Paris Document - 1789,1789,Industrial Age,Paris,document,royal ceremony,"A document from Paris depicting royal ceremony during the industrial age around 1789. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Paris Document - 1789. This object was discovered in Paris and relates to royal ceremony. It dates to approximately 1789, representing a period of cultural, trade, or political activity."
hist_01475,img_01475,Baghdad Letter - 1496,1496,Early Modern Era,Baghdad,letter,market scene,"A letter from Baghdad depicting market scene during the early modern era around 1496. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Baghdad Letter - 1496. This object was discovered in Baghdad and relates to market scene. It dates to approximately 1496, representing a period of cultural, trade, or political activity."
hist_01476,img_01476,Constantinople Ceramic - 1284,1284,Ancient Era,Constantinople,ceramic,scientific expedition,"A ceramic from Constantinople depicting scientific expedition during the ancient era around 1284. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Constantinople Ceramic - 1284. This object was discovered in Constantinople and relates to scientific expedition. It dates to approximately 1284, representing a period of cultural, trade, or political activity."
hist_01477,img_01477,Cairo Letter - 1761,1761,Industrial Age,Cairo,letter,harbor activity,"A letter from Cairo depicting harbor activity during the industrial age around 1761. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Cairo Letter - 1761. This object was discovered in Cairo and relates to harbor activity. It dates to approximately 1761, representing a period of cultural, trade, or political activity."
